0,1,1,3,3
0,1,1,2,2
0,1,0,4,2
0,7,1,3,3
0,7,0,4,3
0,12,1,2,4
0,13,1,3,3
0,13,1,2,2
0,13,0,4,3
0,17,0,4,1
0,17,1,3,1
0,17,1,4,2
0,17,0,2,1
0,13,1,4,3
0,13,0,2,2
0,13,1,3,1
0,12,1,3,3
0,12,0,2,3
0,12,1,4,3
0,7,1,4,3
0,7,0,2,2
0,1,1,4,2
0,1,0,2,1
1,5,0,2,1
1,5,1,4,5
1,5,1,3,4
1,6,1,4,4
1,6,0,2,2
1,6,1,3,3
1,12,1,4,5
1,14,0,2,2
1,19,0,2,3
1,19,1,4,5
1,19,1,3,4
1,19,0,3,3
1,19,1,4,2
1,14,1,2,1
1,14,0,3,3
1,12,1,4,3
1,12,0,3,2
1,6,0,3,1
1,6,1,4,3
1,6,1,2,1
1,5,1,4,3
1,5,1,2,1
1,5,0,3,1
2,2,1,4,2
2,2,0,2,2
2,2,1,3,4
2,6,1,4,4
2,6,0,2,2
2,6,1,3,3
2,10,0,2,2
2,10,1,4,5
2,15,0,2,1
2,15,1,3,2
2,17,0,2,2
2,17,1,4,3
2,17,1,3,3
2,17,0,4,2
2,17,1,3,1
2,17,1,2,1
2,15,1,3,1
2,15,0,4,3
2,15,1,2,1
2,10,1,2,1
2,6,1,2,3
2,2,1,3,2
2,2,0,4,3
2,2,1,2,2
3,0,1,2,4
3,0,1,3,2
3,0,0,4,3
3,6,1,2,2
3,6,0,4,2
3,6,1,3,2
3,11,1,3,3
3,11,0,4,1
3,14,1,3,2
3,14,0,4,2
3,17,1,2,4
3,17,0,4,2
3,17,1,3,1
3,17,1,4,1
3,14,1,4,1
3,14,0,2,1
3,14,1,3,1
3,11,1,3,1
3,11,1,4,1
3,11,0,2,1
3,6,0,2,1
3,6,1,4,1
3,6,1,3,1
3,0,1,4,1
3,0,1,3,1
4,3,1,3,5
4,3,0,2,2
4,3,1,4,3
4,8,1,3,3
4,8,0,2,3
4,8,1,4,5
4,9,1,4,4
4,9,1,3,3
4,9,0,2,2
4,13,0,2,3
4,18,0,2,3
4,18,1,3,4
4,18,1,3,2
4,18,1,2,2
4,18,0,4,3
4,13,1,3,2
4,9,0,4,2
4,9,1,2,2
4,8,1,2,2
4,8,1,3,2
4,8,0,4,2
4,3,1,3,2
5,2,0,3,2
5,2,1,2,5
5,2,1,4,5
5,8,1,2,5
5,8,1,4,5
5,12,1,2,5
5,12,0,3,3
5,12,1,4,5
5,15,0,3,2
5,15,1,2,5
5,15,1,4,5
5,17,0,3,2
5,17,1,2,5
5,17,1,4,5
5,17,1,4,2
5,17,0,2,3
5,17,1,3,2
5,15,0,2,1
5,15,1,4,3
5,15,1,3,2
5,12,0,2,1
5,12,1,4,1
5,8,1,4,3
5,8,0,2,1
5,8,1,3,3
5,2,0,2,1
5,2,1,4,1
5,2,1,3,3
6,0,1,3,3
6,0,0,2,2
6,7,0,2,2
6,9,0,2,2
6,9,1,4,5
6,9,1,3,3
6,14,0,2,3
6,19,1,3,2
6,19,0,2,2
6,19,1,4,2
6,19,1,2,3
6,19,1,3,3
6,14,0,4,3
6,14,1,2,3
6,14,1,3,3
6,9,0,4,3
6,7,0,4,3
6,7,1,2,3
6,0,0,4,3
6,0,1,2,3
7,2,1,2,5
7,2,1,3,5
7,2,0,4,5
7,6,0,4,5
7,6,1,3,5
7,11,0,4,5
7,11,1,2,5
7,15,1,3,4
7,15,0,4,4
7,15,1,2,4
7,19,1,3,5
7,19,0,4,5
7,19,1,2,5
7,19,1,3,2
7,15,0,2,2
7,15,1,3,2
7,11,1,4,2
7,11,0,2,3
7,6,1,4,2
7,6,1,3,2
7,2,1,4,3
7,2,0,2,3
8,0,1,2,1
8,0,0,3,2
8,0,1,4,5
8,8,1,2,1
8,8,1,4,5
8,11,1,2,2
8,11,0,3,3
8,11,1,4,5
8,14,0,3,3
8,14,1,2,1
8,18,1,4,5
8,18,1,3,1
8,18,0,2,1
8,14,1,4,3
8,14,0,2,2
8,14,1,3,2
8,11,1,3,3
8,11,1,4,3
8,8,1,3,1
8,8,1,4,3
8,8,0,2,1
8,0,1,4,3
8,0,0,2,1
9,3,1,3,3
9,3,1,4,3
9,6,0,2,3
9,6,1,4,3
9,6,1,3,3
9,11,1,3,3
9,11,0,2,3
9,11,1,4,3
9,16,1,3,3
9,16,0,2,3
9,16,1,4,3
9,18,1,3,3
9,18,0,2,3
9,18,1,4,3
9,18,1,3,2
9,18,1,2,2
9,18,0,4,2
9,16,0,4,2
9,16,1,3,2
9,11,0,4,2
9,11,1,3,2
9,11,1,2,2
9,6,0,4,2
9,3,1,3,2
9,3,1,2,2
10,4,1,2,1
10,4,0,3,2
10,6,1,2,3
10,6,1,4,3
10,6,0,3,2
10,10,0,3,2
10,10,1,4,4
10,10,1,2,2
10,15,0,3,4
10,15,1,2,5
10,15,1,4,2
10,18,0,3,3
10,18,1,2,1
10,18,1,4,4
10,18,1,3,2
10,18,0,2,1
10,15,1,4,3
10,15,1,3,3
10,10,1,3,2
10,10,0,2,1
10,6,0,2,2
10,6,1,3,2
10,4,1,4,3
10,4,1,3,1
11,1,1,2,1
11,1,0,4,2
11,1,1,3,4
11,7,1,2,1
11,7,0,4,1
11,7,1,3,4
11,10,1,3,5
11,10,1,2,2
11,10,0,4,4
11,15,1,3,3
11,15,1,2,1
11,15,0,4,1
11,17,1,2,2
11,17,0,4,2
11,17,1,3,4
11,17,1,3,3
11,17,1,4,3
11,17,0,2,3
11,15,1,4,3
11,15,0,2,3
11,10,0,2,3
11,10,1,3,3
11,7,1,3,2
11,7,0,2,2
11,7,1,4,3
11,1,1,4,3
11,1,0,2,3
12,1,1,3,2
12,1,0,4,4
12,7,1,3,3
12,7,1,2,1
12,7,0,4,4
12,12,1,2,1
12,12,0,4,2
12,14,1,3,3
12,14,1,2,3
12,19,1,2,2
12,19,0,4,2
12,19,0,3,1
12,19,1,2,3
12,12,0,3,1
12,7,1,4,3
12,1,1,4,3
12,1,1,2,3
12,1,0,3,3
13,4,1,2,1
13,4,1,4,5
13,4,0,3,3
13,8,0,3,3
13,8,1,4,5
13,8,1,2,1
13,12,1,4,5
13,12,0,3,4
13,14,1,2,1
13,14,1,4,5
13,17,1,4,5
13,17,1,3,2
13,17,0,4,3
13,14,0,4,3
13,14,1,3,2
13,12,0,4,3
13,12,1,3,2
13,8,0,4,3
13,8,1,3,2
13,4,0,4,3
14,3,0,4,2
14,7,1,2,1
14,7,1,3,2
14,7,0,4,2
14,10,1,2,4
14,10,1,3,5
14,10,0,4,4
14,14,0,4,3
14,14,1,3,4
14,19,0,4,3
14,19,1,2,4
14,19,1,3,3
14,19,1,4,1
14,19,0,2,3
14,19,1,3,1
14,14,1,4,3
14,14,1,3,3
14,10,1,4,3
14,10,0,2,3
14,7,1,4,3
14,7,0,2,1
14,3,0,2,1
14,3,1,4,3
15,5,1,3,2
15,5,0,2,1
15,7,1,3,2
15,7,0,2,2
15,7,1,4,2
15,11,0,2,3
15,11,1,3,5
15,13,0,2,5
15,13,1,3,5
15,13,1,4,5
15,19,1,3,3
15,19,1,4,2
15,19,1,3,1
15,19,1,2,3
15,19,0,4,1
15,13,1,3,3
15,13,1,2,3
15,11,0,4,3
15,11,1,3,3
15,7,1,3,3
15,7,0,4,1
15,5,1,3,3
15,5,0,4,3
15,5,1,2,1
16,1,0,4,2
16,1,1,2,2
16,1,1,3,3
16,8,1,2,2
16,8,0,4,2
16,8,1,3,5
16,10,1,3,3
16,10,0,4,2
16,10,1,2,1
16,14,1,2,3
16,14,0,4,5
16,14,1,3,5
16,17,1,2,1
16,17,0,4,1
16,17,1,3,2
16,17,1,4,3
16,17,0,2,1
16,17,1,3,1
16,14,1,4,3
16,14,1,3,3
16,14,0,2,2
16,10,0,2,1
16,10,1,4,3
16,10,1,3,1
16,8,1,4,3
16,1,1,4,3
16,1,0,2,1
17,3,1,3,1
17,3,1,2,1
17,3,0,4,1
17,8,1,3,5
17,8,1,2,5
17,8,0,4,5
17,11,1,3,4
17,11,0,4,3
17,14,1,3,2
17,14,1,2,2
17,14,0,4,2
17,19,1,3,4
17,19,1,2,5
17,19,0,4,5
17,19,1,4,3
17,19,1,3,2
17,19,0,2,3
17,14,0,2,1
17,14,1,4,1
17,14,1,3,1
17,8,1,4,3
17,8,0,2,3
17,8,1,3,3
18,2,1,2,2
18,2,1,3,2
18,7,1,2,4
18,7,1,3,2
18,7,0,4,2
18,12,1,2,3
18,12,0,4,2
18,14,1,2,4
18,14,1,3,3
18,14,0,4,4
18,18,1,2,2
18,18,0,4,3
18,18,1,3,4
18,18,0,3,2
18,18,1,2,3
18,18,1,4,3
18,14,1,2,2
18,14,1,4,3
18,12,1,2,1
18,12,1,4,2
18,12,0,3,1
18,7,1,4,1
18,7,1,2,2
18,7,0,3,1
18,2,0,3,2
18,2,1,4,2
19,2,1,2,1
19,2,1,3,4
19,2,0,4,2
19,6,1,2,1
19,6,1,3,3
19,12,1,2,5
19,12,1,3,5
19,12,0,4,5
19,13,1,3,5
19,13,0,4,5
19,18,1,2,2
19,18,0,4,3
